"Iteration"	"speciation"	"extinction"
63	0.500002663847683	0.430434990613319
64	0.508249085535635	0.43993338495275
65	0.478173662270173	0.409857961687288
66	0.489888367865942	0.417921787675763
67	0.488145958771718	0.416179378581539
68	0.547940781495671	0.475974201305492
69	0.554128562415544	0.482161982225364
70	0.49588881765986	0.423922237469681
71	0.486852355927133	0.416197205284796
72	0.490478954235434	0.419297488280718
73	0.490478954235434	0.419297488280718
74	0.490478954235434	0.419297488280718
75	0.490478954235434	0.419297488280718
76	0.53870696061933	0.460526335649055
77	0.539816000995853	0.46147442494068
78	0.536625608538463	0.45828403248329
79	0.472717734632977	0.395278434781453
80	0.472717734632977	0.395278434781453
81	0.489369207662264	0.409202109976192
82	0.494327573812141	0.414160476126069
83	0.497275631086408	0.417108533400336
84	0.435648801353958	0.355481703667886
85	0.435648801353958	0.355481703667886
86	0.586894812082279	0.506727714396207
87	0.544416644413059	0.464249546726987
88	0.517333838813918	0.441154771149264
89	0.549940720949894	0.478758348540212
90	0.532266327206393	0.461083954796711
91	0.474544671800083	0.411214318707836
92	0.563372913603572	0.500471275311666
93	0.563372913603572	0.500471275311666
94	0.563372913603572	0.500471275311666
95	0.446938374571573	0.383630254924047
96	0.511110998387696	0.44780287874017
97	0.631446313615606	0.550063991635578
98	0.533338763188854	0.464600778637585
99	0.533338763188854	0.464600778637585
100	0.518332116257522	0.452827773155199
101	0.410634801891194	0.352205828400952
102	0.410634801891194	0.352205828400952
103	0.441099389988821	0.382670416498579
104	0.485270781957035	0.420402935905984
105	0.543800259863068	0.471108573384317
106	0.489201023545437	0.419423428874065
107	0.501370741045537	0.428884691339333
108	0.504233217140404	0.431146943955039
109	0.504233217140404	0.431146943955039
110	0.507671399355057	0.434585126169692
111	0.507671399355057	0.434585126169692
112	0.515048794958394	0.440900444312792
113	0.566685171962733	0.497457771714991
114	0.520486822384336	0.451259422136594
115	0.520486822384336	0.451259422136594
116	0.490473672986378	0.421246272738636
117	0.510099421327673	0.438101965090357
118	0.512883002666261	0.440885546428945
119	0.495471857498639	0.425534963716269
120	0.49110239091278	0.421782256520224
121	0.539009989791969	0.462927597153107
122	0.539009989791969	0.462927597153107
123	0.536269854890414	0.460574238050539
124	0.553180185097877	0.477484568258002
125	0.553180185097877	0.477484568258002
126	0.501369613846544	0.425673997006669
127	0.525253262392842	0.449557645552967
128	0.490287949656751	0.419631275180604
129	0.487072086320302	0.416415411844155
130	0.501604901178766	0.430948226702619
131	0.501604901178766	0.430948226702619
132	0.499684745110155	0.429298546145639
133	0.499684745110155	0.429298546145639
134	0.499684745110155	0.429298546145639
135	0.530006626243941	0.459620427279426
136	0.503689862358302	0.433303663393787
137	0.467016325090197	0.401754928278339
138	0.467016325090197	0.401754928278339
139	0.542252597647235	0.475082837259583
140	0.50679374009893	0.444016329283182
141	0.50679374009893	0.444016329283182
142	0.579744551200759	0.510354958180375
143	0.516606968946401	0.447217375926017
144	0.499094183579579	0.440035978006591
145	0.550633186905874	0.48547633071019
146	0.546041393827825	0.480884537632141
147	0.552400834179266	0.491875445949178
148	0.523837488012264	0.466441725063203
149	0.609167142453975	0.551771379504914
150	0.486926147218107	0.429739619319369
151	0.486926147218107	0.429739619319369
152	0.557172278903248	0.49998575100451
153	0.587618061864405	0.530431533965666
154	0.54806872975835	0.494731111773448
155	0.566773714475171	0.511615742080195
156	0.566773714475171	0.511615742080195
157	0.468497035909332	0.410965519685445
158	0.468497035909332	0.410965519685445
159	0.500796884859027	0.440933317095512
160	0.500796884859027	0.440933317095512
161	0.570941728005226	0.511078160241711
162	0.450299865861883	0.403411581286274
163	0.524872674708992	0.470219362097825
164	0.457463789550463	0.402810476939296
165	0.495013140211295	0.428433575603127
166	0.495013140211295	0.428433575603127
167	0.520518570288198	0.450508510018966
168	0.468824406872925	0.399344187613843
169	0.468824406872925	0.399344187613843
170	0.466727177195065	0.400877332937222
171	0.477496066486171	0.411646222228328
172	0.521802251125266	0.449275495356342
173	0.487358391884882	0.416495159408255
174	0.47311861952218	0.406270410546875
175	0.46427915436964	0.398679897325975
176	0.46427915436964	0.398679897325975
177	0.46427915436964	0.398679897325975
178	0.521930628590907	0.445467743138657
179	0.508557083229864	0.432094197777614
180	0.508557083229864	0.432094197777614
181	0.492845028523977	0.418744491525446
182	0.453052294896097	0.378951757897565
183	0.453052294896097	0.378951757897565
184	0.431696512487904	0.357595975489372
185	0.434676391064054	0.360064359077039
186	0.469866295307752	0.393534465055578
187	0.457540615396813	0.381208785144638
188	0.546427052699305	0.468974030606332
189	0.546427052699305	0.468974030606332
190	0.509084768125978	0.436924808991313
191	0.496721340716382	0.424573159276404
192	0.57684308021172	0.504694898771743
193	0.57684308021172	0.504694898771743
194	0.492895381735551	0.420747200295574
195	0.492895381735551	0.420747200295574
196	0.492895381735551	0.420747200295574
197	0.492895381735551	0.420747200295574
198	0.496819002045382	0.424096495747625
199	0.496819002045382	0.424096495747625
200	0.496819002045382	0.424096495747625
201	0.549934110453254	0.477211604155498
202	0.539882558973119	0.463190176429841
203	0.559870337482724	0.479362578262302
204	0.438984448181039	0.375034673833975
205	0.588742600962028	0.508599454742283
206	0.588742600962028	0.508599454742283
207	0.592089004546998	0.511945858327253
208	0.592089004546998	0.511945858327253
209	0.529951320779405	0.451776901699872
210	0.554835576714211	0.482607852869815
211	0.538054199987127	0.468011052429548
212	0.538054199987127	0.468011052429548
213	0.477254541405619	0.408617215539552
214	0.405705351015854	0.347358016486007
215	0.570263955869544	0.504761722819459
216	0.484224002961568	0.418721769911483
217	0.555564630834851	0.480411966570463
218	0.537466084576742	0.464761657466265
219	0.564510469409048	0.500157514246231
220	0.562311624992283	0.497958669829466
221	0.543446568240343	0.481252597699831
222	0.445273465712357	0.383079495171846
223	0.445273465712357	0.383079495171846
224	0.445273465712357	0.383079495171846
225	0.613422450441001	0.551228479900489
226	0.544931640458009	0.482737669917497
227	0.514741814521041	0.452547843980529
228	0.596525731057713	0.524450172598212
229	0.558036630859369	0.486959646033812
230	0.558036630859369	0.486959646033812
231	0.556132660375347	0.494549879111313
232	0.498934064765466	0.443685111476353
233	0.498934064765466	0.443685111476353
234	0.52381324006893	0.465809316752147
235	0.502483168815105	0.444479245498322
236	0.526832281677703	0.465837505523321
237	0.526832281677703	0.465837505523321
238	0.55783181630679	0.499457815674206
239	0.431640929622704	0.386472104248665
240	0.508737267037244	0.455500738248935
241	0.508737267037244	0.455500738248935
242	0.532835652445124	0.479599123656815
243	0.532835652445124	0.479599123656815
244	0.520594119026422	0.467357590238113
245	0.520594119026422	0.467357590238113
246	0.549197672905268	0.490538169333508
247	0.508402752754326	0.45410053232917
248	0.521792212162182	0.466059870888545
249	0.521792212162182	0.466059870888545
250	0.5044780318451	0.450595008717294
251	0.494805258677987	0.441955379170662
252	0.481449505681479	0.424720742343135
253	0.458235360390338	0.404241898965866
254	0.436244137046898	0.382250675622425
255	0.462310076259843	0.405090461945583
256	0.553433953583318	0.496214339269058
257	0.553433953583318	0.496214339269058
258	0.505375151518639	0.453124343510428
259	0.498978470548042	0.447389016285222
260	0.620850135199819	0.556660352384584
261	0.561179624293556	0.496989841478321
262	0.561179624293556	0.496989841478321
263	0.46492491583484	0.400735133019605
264	0.46492491583484	0.400735133019605
265	0.557284568314007	0.490964812739971
266	0.52280489738039	0.456485141806354
267	0.545370421719689	0.479050666145653
268	0.545370421719689	0.479050666145653
269	0.54324349527252	0.474902385371646
270	0.523382953413174	0.455041843512301
271	0.475182220773617	0.413134956602988
272	0.611146463934684	0.549099199764055
273	0.544777744011054	0.489468631397837
274	0.526261691354536	0.472832439753979
275	0.478603595942664	0.426843879204699
276	0.502550190102875	0.448200712357933
277	0.542577230911803	0.483898934261837
278	0.476024238678086	0.41734594202812
279	0.46798604631377	0.409307749663804
280	0.46798604631377	0.409307749663804
281	0.46798604631377	0.409307749663804
282	0.460230511288896	0.402524640181215
283	0.430860490046669	0.373154618938988
284	0.487234424085053	0.421978297043951
285	0.487234424085053	0.421978297043951
286	0.487234424085053	0.421978297043951
287	0.480070067714065	0.414813940672962
288	0.472681830815713	0.407425703774611
289	0.560153286170349	0.486784714937162
290	0.560153286170349	0.486784714937162
291	0.560153286170349	0.486784714937162
292	0.560153286170349	0.486784714937162
293	0.560153286170349	0.486784714937162
294	0.514259891840792	0.438346231095477
295	0.45829764461533	0.390644980144121
296	0.545519289588595	0.477866625117385
297	0.545519289588595	0.477866625117385
298	0.545519289588595	0.477866625117385
299	0.480236063711256	0.41512169956024
300	0.479071851315223	0.410590099714446
301	0.500880126186678	0.432398374585901
302	0.512788849013473	0.444307097412696
303	0.512788849013473	0.444307097412696
304	0.512788849013473	0.444307097412696
305	0.512788849013473	0.444307097412696
306	0.527971823490301	0.464647085255951
307	0.456528527239609	0.393203789005259
308	0.510300369373339	0.439516978230515
309	0.445099959295834	0.372748644101538
310	0.533831119563374	0.457935951859638
311	0.53416494859997	0.463170160739198
312	0.53416494859997	0.463170160739198
313	0.568065619374669	0.492565161614934
314	0.571158924660933	0.505692211923176
315	0.527659965540273	0.462193252802515
316	0.527659965540273	0.462193252802515
317	0.527659965540273	0.462193252802515
318	0.486103263213842	0.420636550476085
319	0.479649776574957	0.414183063837199
320	0.479649776574957	0.414183063837199
321	0.494293340423953	0.428826627686196
322	0.538100679858213	0.468194244908278
323	0.538100679858213	0.468194244908278
324	0.54083726889356	0.470575314631821
325	0.492927565320918	0.428042785171346
326	0.495393139088587	0.430183811838969
327	0.49691523251473	0.431505549869572
328	0.49691523251473	0.431505549869572
329	0.536300250510562	0.465706260040819
330	0.493000035195667	0.428105715729933
331	0.469802791523032	0.407961959347657
332	0.469802791523032	0.407961959347657
333	0.469802791523032	0.407961959347657
334	0.490506730777185	0.423962288210153
335	0.490506730777185	0.423962288210153
336	0.501185113557598	0.433191991522877
337	0.501185113557598	0.433191991522877
338	0.501185113557598	0.433191991522877
339	0.534467289242838	0.466474167208117
340	0.63835792757237	0.557148189680368
341	0.63835792757237	0.557148189680368
342	0.548063929863744	0.478341089165961
343	0.498987512743875	0.437355994644332
344	0.454676197103078	0.390220711468516
345	0.454676197103078	0.390220711468516
346	0.484503921387685	0.415820018988868
347	0.483211095036777	0.41452719263796
348	0.457836627238327	0.38915272483951
349	0.457836627238327	0.38915272483951
350	0.401064846296645	0.34089775367062
351	0.492724436987825	0.418806722401029
352	0.483342410406421	0.409424695819625
353	0.463838439081474	0.389920724494678
354	0.46790618351779	0.393340229486133
355	0.46790618351779	0.393340229486133
356	0.521703324961582	0.447739870064436
357	0.471851140656159	0.397887685759014
358	0.471851140656159	0.397887685759014
359	0.462683778001474	0.388720323104329
360	0.462683778001474	0.388720323104329
361	0.437706542443741	0.363743087546595
362	0.437706542443741	0.363743087546595
363	0.437706542443741	0.363743087546595
364	0.491542958074352	0.408482249850612
365	0.444753115899916	0.369176462142292
366	0.541258049814163	0.459482599499981
367	0.541258049814163	0.459482599499981
368	0.560870410640631	0.479094960326449
369	0.54658920267897	0.464813752364788
370	0.54658920267897	0.464813752364788
371	0.51479545192568	0.434281197750066
372	0.526046297514222	0.450329286369809
373	0.559980689194077	0.488878668327748
374	0.535701339175358	0.467682122564541
375	0.585289050187751	0.517269833576934
376	0.585289050187751	0.517269833576934
377	0.576795615418346	0.50976346114735
378	0.573066136230515	0.503904283020694
379	0.611319823181659	0.542157969971837
380	0.526931126455409	0.467316613989705
381	0.487026108586593	0.431926262394615
382	0.504868790624364	0.437664779189022
383	0.49642092975186	0.429216918316517
384	0.564360726494649	0.497469038046946
385	0.564360726494649	0.497469038046946
386	0.538434443485288	0.47334825441685
387	0.538434443485288	0.47334825441685
388	0.559563748088632	0.494477559020194
389	0.519974769580781	0.455438215425057
390	0.468018638677003	0.403482084521279
391	0.485025649592036	0.417011375870525
392	0.453514192709718	0.385499918988207
393	0.528756130616312	0.453308360648611
394	0.562400292044499	0.482151864826297
395	0.562400292044499	0.482151864826297
396	0.47909560167004	0.398847174451838
397	0.497438704095411	0.417190276877208
398	0.469289328106558	0.395745495898281
399	0.499103908591266	0.425560076382989
400	0.499103908591266	0.425560076382989
401	0.536751338802206	0.457660092031857
402	0.53476251147441	0.455671264704061
403	0.53476251147441	0.455671264704061
404	0.511774735628751	0.442815060824787
405	0.504472467366908	0.435512792562944
406	0.504472467366908	0.435512792562944
407	0.455508608975453	0.376997861148231
408	0.420905947111667	0.348359259691226
409	0.413769180962588	0.342452575337291
410	0.451688928704706	0.372645464801813
411	0.459321278670828	0.377267530255886
412	0.476626728429703	0.394572980014761
413	0.486676986353069	0.404623237938127
414	0.472504245339916	0.390450496924974
415	0.510261747276729	0.428207998861787
416	0.535774080852682	0.45372033243774
417	0.546308810017214	0.46264166885451
418	0.546308810017214	0.46264166885451
419	0.525648701272846	0.441981560110143
420	0.522763261062454	0.439555393427517
421	0.48775251626785	0.405281968537656
422	0.445860907659943	0.366947201985059
423	0.450582946696047	0.371669241021163
424	0.450582946696047	0.371669241021163
425	0.455921224653029	0.377007518978145
426	0.455921224653029	0.377007518978145
427	0.455921224653029	0.377007518978145
428	0.494427158827505	0.415513453152622
429	0.477653400254376	0.39762060943919
430	0.476363632598315	0.396330841783128
431	0.519454636354938	0.439421845539752
432	0.520903554037519	0.440870763222333
433	0.538874674426154	0.458841883610968
434	0.532824354527236	0.45279156371205
435	0.548831395129245	0.468798604314059
436	0.548831395129245	0.468798604314059
437	0.555502223246714	0.475469432431528
438	0.555502223246714	0.475469432431528
439	0.490408568819393	0.419754006587576
440	0.498013576256785	0.427359014024969
441	0.452284605302867	0.382446701367395
442	0.452284605302867	0.382446701367395
443	0.464645088673024	0.394807184737552
444	0.543815594005703	0.471187143162552
445	0.492879957098077	0.427054136488569
446	0.432692618927736	0.366866798318229
447	0.559790482199155	0.492331218479865
448	0.559790482199155	0.492331218479865
449	0.507367636406183	0.446225748011623
450	0.517792834996113	0.45539462616852
451	0.517792834996113	0.45539462616852
452	0.517792834996113	0.45539462616852
453	0.445977109435276	0.383578900607683
454	0.52166207620354	0.448674520385704
455	0.54135038760521	0.468362831787375
456	0.474136688334644	0.417067608731792
457	0.498934854247287	0.438880963430091
458	0.55381202409547	0.493758133278274
459	0.571468338915739	0.512193758324132
460	0.540478261452319	0.481089389561244
461	0.540478261452319	0.481089389561244
462	0.565571781827946	0.503425581893964
463	0.565571781827946	0.503425581893964
464	0.456054418679338	0.393403010899906
465	0.476353589048241	0.413702181268809
466	0.476353589048241	0.413702181268809
467	0.540745301494436	0.47199921601147
468	0.540745301494436	0.47199921601147
469	0.535630996905267	0.466884911422301
470	0.470895355943627	0.402149270460662
471	0.460142172151187	0.391396086668221
472	0.47983623214789	0.408147817937022
473	0.521560098319432	0.441874074537688
474	0.415380392698851	0.351916926153529
475	0.463530095876431	0.400066629331108
476	0.565961430831123	0.5024979642858
477	0.565961430831123	0.5024979642858
478	0.592119312662734	0.528856433556785
479	0.555423951525835	0.492161072419886
480	0.499892427492282	0.437198860478612
481	0.499892427492282	0.437198860478612
482	0.501661755330593	0.438968188316923
483	0.534895966481936	0.472202399468266
484	0.571594363484647	0.508900796470977
485	0.571594363484647	0.508900796470977
486	0.479408483683817	0.416714916670147
487	0.479408483683817	0.416714916670147
488	0.479408483683817	0.416714916670147
489	0.551332665629663	0.490525001877274
490	0.477039272652022	0.416231608899633
491	0.477039272652022	0.416231608899633
492	0.545364227180016	0.478107627171109
493	0.533381768987968	0.466125168979061
494	0.50806567886685	0.440809078857942
495	0.50806567886685	0.440809078857942
496	0.50806567886685	0.440809078857942
497	0.504633893517541	0.437831585589669
498	0.458981588753526	0.39822263098433
499	0.439906441533094	0.379147483763898
500	0.505553698098349	0.444794740329154
501	0.519618841390557	0.457283512037585
502	0.482695529958615	0.424789652726264
503	0.48472325332986	0.426574123170335
504	0.48472325332986	0.426574123170335
505	0.479914732376667	0.421765602217142
506	0.5595766465615	0.501427516401975
507	0.47858563425146	0.424460409850578
508	0.566785517931042	0.51266029353016
509	0.566785517931042	0.51266029353016
510	0.480767183873263	0.434856286561157
511	0.480767183873263	0.434856286561157
512	0.480767183873263	0.434856286561157
513	0.52025463709766	0.473902032272862
514	0.495486083776027	0.44913347895123
515	0.549773071871871	0.503420467047074
516	0.548275661348075	0.50204930657411
517	0.548086056997815	0.50185970222385
518	0.491211067797448	0.44777238793353
519	0.571965048001861	0.528526368137943
520	0.571965048001861	0.528526368137943
521	0.482119678386288	0.445504429886963
522	0.532531648574833	0.492058093913176
523	0.532531648574833	0.492058093913176
524	0.52050143188955	0.480942199660947
525	0.54921178042008	0.509652548191478
526	0.54921178042008	0.509652548191478
527	0.543162830892983	0.504039299076521
528	0.543162830892983	0.504039299076521
529	0.543162830892983	0.504039299076521
530	0.543162830892983	0.504039299076521
531	0.543162830892983	0.504039299076521
532	0.543162830892983	0.504039299076521
533	0.543162830892983	0.504039299076521
534	0.543162830892983	0.504039299076521
535	0.592099940616685	0.549451512654194
536	0.592099940616685	0.549451512654194
537	0.541213348527384	0.502230236178195
538	0.541213348527384	0.502230236178195
539	0.541213348527384	0.502230236178195
540	0.541213348527384	0.502230236178195
541	0.560878483572899	0.520478909174266
542	0.529049091900535	0.490942160052102
543	0.529049091900535	0.490942160052102
544	0.505536793093073	0.46742986124464
545	0.505536793093073	0.46742986124464
546	0.558721905845992	0.518072651179123
547	0.510214791368904	0.469565536702035
548	0.536115547872065	0.493402757484609
549	0.566716188326352	0.521565418390208
550	0.584171320785704	0.53902055084956
551	0.507787154626694	0.466710978826252
552	0.507787154626694	0.466710978826252
553	0.571774259907068	0.525522006764949
554	0.589095196864911	0.542842943722792
555	0.484159322688394	0.446146010623933
556	0.484159322688394	0.446146010623933
557	0.529824093290945	0.484288928895193
558	0.529824093290945	0.484288928895193
559	0.529824093290945	0.484288928895193
560	0.546339843709777	0.500804679314025
561	0.558819691426974	0.512244383384407
562	0.58744373934751	0.538482735400205
563	0.58744373934751	0.538482735400205
564	0.58744373934751	0.538482735400205
565	0.496555665656046	0.456323308936885
566	0.534418779215026	0.491118645010756
567	0.486319632895802	0.441880793379759
568	0.486319632895802	0.441880793379759
569	0.486319632895802	0.441880793379759
570	0.51877003103417	0.471772816335285
571	0.51877003103417	0.471772816335285
572	0.51877003103417	0.471772816335285
573	0.506671674180231	0.459674459481346
574	0.506671674180231	0.459674459481346
575	0.506671674180231	0.459674459481346
576	0.462276130525082	0.419396901897178
577	0.518829680446668	0.470704728674779
578	0.556679520270615	0.505043740601345
579	0.530882710173291	0.479631733768011
580	0.530882710173291	0.479631733768011
581	0.517360520348076	0.467386195562728
582	0.517360520348076	0.467386195562728
583	0.517360520348076	0.467386195562728
584	0.411963468070372	0.364853754883406
585	0.572203474519927	0.506769659003511
586	0.52823877334755	0.462804957831134
587	0.517680542670394	0.452246727153978
588	0.532460644533981	0.467026829017565
589	0.526565401830007	0.46310997058075
590	0.604308589124634	0.549642795334508
591	0.599206486161952	0.544540692371826
592	0.499744686408679	0.454152823493589
593	0.54059409343208	0.495002230516991
594	0.555487427011349	0.509638471946593
595	0.555487427011349	0.509638471946593
596	0.555487427011349	0.509638471946593
597	0.555487427011349	0.509638471946593
598	0.555487427011349	0.509638471946593
599	0.56304427105186	0.517195315987104
600	0.56304427105186	0.517195315987104
601	0.457304028817044	0.41085915815072
602	0.427757626568365	0.384313557873204
603	0.580529682909975	0.537085614214814
604	0.508754319993151	0.46531025129799
605	0.498185243036186	0.455643699759126
606	0.516962447805494	0.468456582745831
607	0.516962447805494	0.468456582745831
608	0.590193150436721	0.541555526155824
609	0.547312374369541	0.498674750088645
610	0.547312374369541	0.498674750088645
611	0.492966283673552	0.444836322266984
612	0.492966283673552	0.444836322266984
613	0.564140069889695	0.507490257216294
614	0.492374509219577	0.435724696546176
615	0.464543164733209	0.40956460791136
616	0.512916477554587	0.451999706516193
617	0.566849050181161	0.505617597124836
618	0.566849050181161	0.505617597124836
619	0.566849050181161	0.505617597124836
620	0.606427642029225	0.540920880250047
621	0.518135807017976	0.462166394466111
622	0.531373820981819	0.475404408429954
623	0.510633779327178	0.453815317042886
624	0.571082444562982	0.512685029996766
625	0.452516709615241	0.406243520619275
626	0.563215087822231	0.505622168819666
627	0.494228723197218	0.436635804194653
628	0.52274678303264	0.463864424277047
629	0.52274678303264	0.463864424277047
630	0.466962191102264	0.403411008815063
631	0.426731311535124	0.367234514420027
632	0.446131070716593	0.386634273601496
633	0.462883596416113	0.401152654028173
634	0.482309600435626	0.41966332880456
635	0.508420539380478	0.445774267749412
636	0.496372439888069	0.437829667600416
637	0.498960599899579	0.440417827611926
638	0.498960599899579	0.440417827611926
639	0.498960599899579	0.440417827611926
640	0.498960599899579	0.440417827611926
641	0.445518347646286	0.385265053064904
642	0.461566328929112	0.403748758177624
643	0.461566328929112	0.403748758177624
644	0.478248677363842	0.419320921237945
645	0.558358604378196	0.489560045747655
646	0.558358604378196	0.489560045747655
647	0.511898850287253	0.451576264537943
648	0.561005495744353	0.494896142101767
649	0.477858963291676	0.411749609649091
650	0.477858963291676	0.411749609649091
651	0.477807598164104	0.411705350625295
652	0.450698650387348	0.382045688144556
653	0.450698650387348	0.382045688144556
654	0.446687077584528	0.378034115341737
655	0.533191910275502	0.46453894803271
656	0.501556445369874	0.432903483127083
657	0.501556445369874	0.432903483127083
658	0.474236177482385	0.4068479418277
659	0.495825714994666	0.428437479339981
660	0.437017053395035	0.36962881774035
661	0.437017053395035	0.36962881774035
662	0.542772870860932	0.475384635206247
663	0.519717069671893	0.452328834017208
664	0.519717069671893	0.452328834017208
665	0.519717069671893	0.452328834017208
666	0.519717069671893	0.452328834017208
667	0.627961771575027	0.560573535920343
668	0.53031577489119	0.473406188945966
669	0.503244133820422	0.44505456764095
670	0.503244133820422	0.44505456764095
671	0.532133488225341	0.47394392204587
672	0.532133488225341	0.47394392204587
673	0.558733011726924	0.500543445547452
674	0.496493306524381	0.438909259790809
675	0.508012191673967	0.449092167169787
676	0.508012191673967	0.449092167169787
677	0.517092002054822	0.458171977550643
678	0.545097401512544	0.486177377008364
679	0.562081984988299	0.503161960484119
680	0.565070814658939	0.512527328270256
681	0.499473869528965	0.446930383140282
682	0.49163899625451	0.439095509865827
683	0.470401285917254	0.417857799528571
684	0.483930507089839	0.429875816395782
685	0.513620589576234	0.459565898882178
686	0.485392394986429	0.434308508731234
687	0.485392394986429	0.434308508731234
688	0.485392394986429	0.434308508731234
689	0.485392394986429	0.434308508731234
690	0.46979069665433	0.418706810399135
691	0.448073648993555	0.399351221150377
692	0.572838027023201	0.522106021987953
693	0.505068664395639	0.453751240684191
694	0.505068664395639	0.453751240684191
695	0.512484906818488	0.460413956940027
696	0.522656943095915	0.470585993217454
697	0.522656943095915	0.470585993217454
698	0.522656943095915	0.470585993217454
699	0.550658389899584	0.495797728811316
700	0.468238036737932	0.41142996364791
701	0.468238036737932	0.41142996364791
702	0.566853814605395	0.509702604787788
703	0.507854863643527	0.450703653825919
704	0.529424906906332	0.46984632234736
705	0.529424906906332	0.46984632234736
706	0.550634442197169	0.491055857638197
707	0.495797756760674	0.442152495382822
708	0.424210671049286	0.370565409671434
709	0.424210671049286	0.370565409671434
710	0.482216211653972	0.40659603346185
711	0.582446013026839	0.506825834834718
712	0.582446013026839	0.506825834834718
713	0.591070906468706	0.515450728276585
714	0.54232242604138	0.466702247849259
715	0.52154764813739	0.445927469945269
716	0.52154764813739	0.445927469945269
717	0.559884493412154	0.482605154417944
718	0.493329757576795	0.416050418582586
719	0.493329757576795	0.416050418582586
720	0.519339150379579	0.44205981138537
721	0.519339150379579	0.44205981138537
722	0.477227410631186	0.412255696999315
723	0.489967909866399	0.424996196234528
724	0.479309929036686	0.412251879958354
725	0.479309929036686	0.412251879958354
726	0.447278417669709	0.384701750117558
727	0.427942255866581	0.365365588314429
728	0.439789122691595	0.377212455139443
729	0.553149735993685	0.488662127324008
730	0.479544323735049	0.415972863865859
731	0.483445418484459	0.409059468359832
732	0.483445418484459	0.409059468359832
733	0.490925385969588	0.416495032053394
734	0.467163383720332	0.392733029804139
735	0.489440974943172	0.415010621026979
736	0.456811793888651	0.382381439972458
737	0.430633332403481	0.356202978487288
738	0.515984662644567	0.426802246500386
739	0.465745785141326	0.376563368997145
740	0.444842460529348	0.355660044385167
741	0.441676181695899	0.352493765551718
742	0.435024512635211	0.34584209649103
743	0.474207694342022	0.379807969953759
744	0.457944027359035	0.372737121537849
745	0.458842177104475	0.373468157932745
746	0.466986792854929	0.38009735375033
747	0.436455584111721	0.347443379378742
748	0.472753189034107	0.383740984301127
749	0.472753189034107	0.383740984301127
750	0.45346150168608	0.3644492969531
751	0.485959950122585	0.396947745389605
752	0.452016341918202	0.369221512510293
753	0.486017934670195	0.403223105262285
754	0.486017934670195	0.403223105262285
755	0.480750888210172	0.398853318310674
756	0.480750888210172	0.398853318310674
757	0.467785066372478	0.38588749647298
758	0.494029774330247	0.407537406608041
759	0.54752451434894	0.461032146626734
760	0.54752451434894	0.461032146626734
761	0.485234778727176	0.402387705258104
762	0.485234778727176	0.402387705258104
763	0.503996692324305	0.417946283681528
764	0.508032518936404	0.421982110293627
765	0.508032518936404	0.421982110293627
766	0.508032518936404	0.421982110293627
767	0.482442874446874	0.400726832765403
768	0.456056023275894	0.378543596920411
769	0.602966705651508	0.519987203322261
770	0.627065022771252	0.544085520442005
771	0.482117749847228	0.418319117339204
772	0.53570968842664	0.464819235723437
773	0.53570968842664	0.464819235723437
774	0.518377684575673	0.44748723187247
775	0.499115370239916	0.428907372981091
776	0.503932149058528	0.43304660024698
